类型,价格,等级,混合性,干性,正常,油性,敏感性
防晒霜,45 ,4 ,0 ,0 ,0 ,0 ,0 
防晒霜,32 ,5 ,1 ,1 ,1 ,1 ,0 
防晒霜,45 ,4 ,0 ,0 ,0 ,0 ,0 
防晒霜,65 ,5 ,1 ,1 ,1 ,1 ,1 
防晒霜,40 ,4 ,1 ,1 ,1 ,1 ,1 
防晒霜,19 ,4 ,1 ,1 ,1 ,1 ,0 
防晒霜,61 ,4 ,1 ,1 ,1 ,1 ,1 
防晒霜,40 ,4 ,0 ,0 ,0 ,0 ,0 
防晒霜,30 ,5 ,1 ,1 ,1 ,1 ,1 
防晒霜,65 ,5 ,1 ,1 ,1 ,0 ,1 
防晒霜,34 ,3 ,1 ,1 ,1 ,1 ,1 
防晒霜,36 ,4 ,1 ,1 ,1 ,1 ,1 
防晒霜,45 ,4 ,0 ,0 ,0 ,0 ,0 
防晒霜,34 ,4 ,0 ,0 ,0 ,0 ,0 
防晒霜,43 ,4 ,0 ,0 ,0 ,0 ,0 
防晒霜,38 ,4 ,1 ,1 ,1 ,1 ,1 
防晒霜,38 ,4 ,0 ,0 ,0 ,0 ,0 
防晒霜,36 ,4 ,0 ,0 ,0 ,0 ,0 
防晒霜,36 ,4 ,0 ,0 ,0 ,0 ,0 
防晒霜,36 ,5 ,1 ,1 ,1 ,1 ,1 
防晒霜,46 ,5 ,1 ,1 ,1 ,1 ,1 
防晒霜,36 ,4 ,0 ,0 ,0 ,0 ,0 
防晒霜,70 ,4 ,1 ,1 ,1 ,0 ,1 
防晒霜,42 ,4 ,0 ,0 ,0 ,0 ,0 
防晒霜,38 ,5 ,1 ,1 ,1 ,1 ,1 
防晒霜,42 ,4 ,1 ,1 ,1 ,1 ,0 
防晒霜,39 ,4 ,1 ,1 ,1 ,1 ,1 
防晒霜,39 ,4 ,0 ,0 ,0 ,0 ,0 
防晒霜,36 ,4 ,1 ,0 ,1 ,1 ,1 
防晒霜,69 ,4 ,1 ,1 ,1 ,1 ,0 
防晒霜,54 ,4 ,0 ,0 ,0 ,0 ,0 
防晒霜,195 ,4 ,1 ,1 ,1 ,1 ,1 
防晒霜,75 ,4 ,0 ,0 ,0 ,0 ,0 
防晒霜,54 ,4 ,0 ,0 ,0 ,0 ,0 
防晒霜,49 ,4 ,0 ,0 ,0 ,0 ,0 
防晒霜,260 ,5 ,1 ,1 ,1 ,1 ,1 
防晒霜,60 ,5 ,1 ,0 ,1 ,1 ,1 
防晒霜,38 ,4 ,1 ,1 ,1 ,1 ,0 
防晒霜,52 ,4 ,1 ,1 ,1 ,0 ,1 
防晒霜,60 ,4 ,0 ,0 ,0 ,0 ,0 
防晒霜,28 ,3 ,1 ,1 ,1 ,1 ,0 
防晒霜,49 ,4 ,0 ,0 ,0 ,0 ,0 
防晒霜,23 ,4 ,1 ,1 ,1 ,1 ,1 
防晒霜,55 ,4 ,0 ,0 ,0 ,0 ,0 
防晒霜,39 ,4 ,0 ,0 ,0 ,0 ,0 
防晒霜,35 ,4 ,1 ,1 ,1 ,1 ,1 
防晒霜,54 ,4 ,0 ,0 ,0 ,0 ,0 
防晒霜,42 ,4 ,1 ,1 ,1 ,1 ,1 
防晒霜,28 ,4 ,1 ,1 ,1 ,1 ,1 
防晒霜,31 ,4 ,1 ,1 ,1 ,1 ,1 
防晒霜,90 ,4 ,0 ,0 ,0 ,0 ,0 
防晒霜,26 ,4 ,0 ,0 ,0 ,0 ,0 
防晒霜,30 ,4 ,1 ,1 ,1 ,1 ,1 
防晒霜,74 ,4 ,1 ,1 ,1 ,1 ,1 
防晒霜,36 ,4 ,1 ,0 ,1 ,1 ,1 
防晒霜,84 ,4 ,1 ,1 ,1 ,1 ,1 
防晒霜,95 ,5 ,0 ,0 ,0 ,0 ,0 
防晒霜,28 ,4 ,1 ,1 ,1 ,1 ,1 
防晒霜,42 ,4 ,1 ,0 ,1 ,1 ,1 
防晒霜,36 ,4 ,0 ,0 ,0 ,0 ,0 
防晒霜,22 ,5 ,1 ,1 ,1 ,1 ,1 
防晒霜,28 ,4 ,1 ,1 ,1 ,1 ,1 
防晒霜,30 ,3 ,1 ,1 ,1 ,1 ,1 
防晒霜,42 ,4 ,1 ,1 ,1 ,1 ,1 
防晒霜,59 ,4 ,0 ,0 ,0 ,0 ,0 
防晒霜,48 ,4 ,0 ,0 ,0 ,0 ,0 
防晒霜,25 ,4 ,1 ,1 ,0 ,0 ,1 
防晒霜,34 ,4 ,1 ,1 ,1 ,1 ,1 
防晒霜,65 ,4 ,1 ,1 ,1 ,1 ,1 
防晒霜,70 ,4 ,1 ,1 ,1 ,1 ,0 
防晒霜,26 ,4 ,0 ,0 ,0 ,0 ,0 
防晒霜,44 ,5 ,1 ,1 ,1 ,1 ,1 
防晒霜,39 ,4 ,1 ,1 ,1 ,1 ,1 
防晒霜,55 ,5 ,1 ,1 ,1 ,1 ,1 
防晒霜,34 ,4 ,1 ,1 ,1 ,0 ,0 
防晒霜,55 ,4 ,0 ,0 ,0 ,0 ,0 
防晒霜,36 ,4 ,1 ,1 ,1 ,1 ,1 
防晒霜,21 ,5 ,0 ,0 ,0 ,0 ,0 
防晒霜,19 ,4 ,1 ,1 ,1 ,1 ,1 
防晒霜,32 ,4 ,1 ,1 ,1 ,1 ,1 
防晒霜,53 ,4 ,0 ,0 ,0 ,0 ,0 
防晒霜,32 ,4 ,1 ,1 ,1 ,0 ,1 
防晒霜,32 ,4 ,1 ,1 ,1 ,0 ,1 
防晒霜,25 ,4 ,0 ,0 ,0 ,0 ,0 
防晒霜,40 ,4 ,0 ,0 ,0 ,0 ,0 
防晒霜,34 ,5 ,0 ,0 ,0 ,0 ,0 
防晒霜,72 ,4 ,0 ,0 ,0 ,0 ,0 
防晒霜,36 ,3 ,1 ,0 ,1 ,1 ,0 
防晒霜,34 ,4 ,1 ,1 ,1 ,1 ,0 
防晒霜,42 ,4 ,0 ,0 ,0 ,0 ,0 
防晒霜,38 ,3 ,0 ,0 ,0 ,0 ,0 
防晒霜,35 ,4 ,0 ,0 ,0 ,0 ,0 
防晒霜,64 ,4 ,0 ,0 ,0 ,0 ,0 
防晒霜,28 ,4 ,1 ,1 ,1 ,1 ,1 
防晒霜,34 ,5 ,0 ,0 ,0 ,0 ,0 
防晒霜,30 ,4 ,1 ,1 ,1 ,0 ,1 
防晒霜,42 ,4 ,0 ,0 ,0 ,0 ,0 
防晒霜,42 ,4 ,1 ,1 ,1 ,1 ,0 
防晒霜,53 ,4 ,0 ,0 ,0 ,0 ,0 
防晒霜,34 ,5 ,0 ,0 ,0 ,0 ,0 
防晒霜,44 ,4 ,0 ,0 ,0 ,0 ,0 
防晒霜,42 ,4 ,0 ,0 ,0 ,0 ,0 
防晒霜,32 ,4 ,1 ,1 ,1 ,0 ,1 
防晒霜,50 ,4 ,0 ,0 ,0 ,0 ,0 
防晒霜,20 ,5 ,1 ,1 ,1 ,1 ,1 
防晒霜,38 ,0 ,1 ,1 ,1 ,1 ,1 
防晒霜,85 ,4 ,0 ,0 ,0 ,0 ,0 
防晒霜,28 ,4 ,1 ,1 ,1 ,1 ,1 
防晒霜,32 ,5 ,1 ,1 ,1 ,1 ,1 
防晒霜,54 ,5 ,0 ,0 ,0 ,0 ,0 
防晒霜,42 ,4 ,1 ,1 ,1 ,1 ,1 
防晒霜,38 ,4 ,0 ,0 ,0 ,1 ,1 
防晒霜,99 ,4 ,0 ,1 ,0 ,0 ,0 
防晒霜,76 ,5 ,0 ,0 ,0 ,0 ,0 
防晒霜,25 ,4 ,1 ,1 ,1 ,1 ,1 
防晒霜,38 ,3 ,1 ,1 ,1 ,1 ,0 
防晒霜,26 ,4 ,0 ,0 ,0 ,0 ,0 
防晒霜,36 ,4 ,1 ,1 ,1 ,1 ,1 
防晒霜,45 ,4 ,0 ,0 ,0 ,0 ,0 
防晒霜,100 ,4 ,0 ,0 ,0 ,0 ,0 
防晒霜,40 ,4 ,0 ,0 ,0 ,0 ,0 
防晒霜,55 ,4 ,0 ,0 ,0 ,0 ,0 
防晒霜,42 ,4 ,0 ,0 ,0 ,0 ,0 
防晒霜,34 ,4 ,1 ,1 ,1 ,1 ,1 
防晒霜,75 ,4 ,1 ,0 ,1 ,1 ,1 
防晒霜,26 ,5 ,1 ,1 ,1 ,1 ,1 
防晒霜,40 ,4 ,0 ,0 ,0 ,0 ,0 
防晒霜,36 ,4 ,1 ,1 ,1 ,1 ,1 
防晒霜,39 ,4 ,0 ,0 ,0 ,0 ,0 
防晒霜,32 ,5 ,1 ,1 ,1 ,1 ,1 
防晒霜,34 ,4 ,1 ,0 ,1 ,0 ,1 
防晒霜,90 ,4 ,1 ,1 ,1 ,1 ,1 
防晒霜,35 ,4 ,1 ,1 ,1 ,1 ,0 
防晒霜,36 ,4 ,0 ,0 ,0 ,0 ,0 
防晒霜,18 ,5 ,1 ,1 ,1 ,0 ,1 
防晒霜,50 ,4 ,0 ,0 ,0 ,0 ,0 
防晒霜,36 ,5 ,1 ,1 ,1 ,1 ,1 
防晒霜,39 ,4 ,1 ,1 ,1 ,1 ,1 
防晒霜,40 ,4 ,0 ,0 ,0 ,0 ,0 
防晒霜,34 ,4 ,1 ,1 ,1 ,1 ,1 
防晒霜,32 ,5 ,1 ,1 ,1 ,0 ,0 
防晒霜,26 ,3 ,1 ,1 ,1 ,1 ,1 
防晒霜,75 ,4 ,1 ,1 ,1 ,1 ,1 
防晒霜,32 ,3 ,1 ,1 ,1 ,1 ,1 
防晒霜,45 ,5 ,0 ,0 ,0 ,0 ,0 
防晒霜,36 ,5 ,1 ,1 ,1 ,1 ,1 
防晒霜,32 ,4 ,1 ,1 ,1 ,1 ,0 
防晒霜,34 ,4 ,0 ,0 ,0 ,0 ,0 
防晒霜,32 ,4 ,1 ,1 ,1 ,1 ,0 
防晒霜,260 ,3 ,1 ,1 ,1 ,1 ,1 
防晒霜,26 ,3 ,1 ,1 ,1 ,1 ,1 
防晒霜,56 ,4 ,1 ,1 ,1 ,1 ,1 
防晒霜,20 ,4 ,1 ,1 ,1 ,1 ,1 
防晒霜,32 ,5 ,1 ,1 ,1 ,1 ,1 
防晒霜,28 ,5 ,1 ,1 ,1 ,1 ,0 
防晒霜,19 ,5 ,1 ,1 ,1 ,1 ,0 
防晒霜,30 ,4 ,0 ,0 ,0 ,0 ,0 
防晒霜,36 ,5 ,0 ,0 ,0 ,0 ,0 
防晒霜,45 ,4 ,0 ,0 ,0 ,0 ,0 
防晒霜,38 ,4 ,1 ,1 ,1 ,1 ,1 
防晒霜,34 ,4 ,0 ,0 ,0 ,0 ,0 
防晒霜,48 ,4 ,0 ,0 ,0 ,0 ,0 
防晒霜,35 ,4 ,1 ,1 ,1 ,1 ,1 
防晒霜,48 ,4 ,0 ,0 ,0 ,0 ,0 
防晒霜,54 ,4 ,0 ,0 ,0 ,0 ,0 
防晒霜,20 ,1 ,0 ,0 ,0 ,0 ,0 
防晒霜,45 ,0 ,1 ,1 ,1 ,1 ,1 
